base_date,emd_nm,em_cnt,em_g,pay_amt
2018-07-04,삼도1동,1327,2449900,73168
2018-07-04,삼도2동,797,1509900,44104
2018-07-04,삼양동,1892,3727800,109920
2018-07-04,서홍동,630,1644850,48972
2018-07-04,성산읍,138,550050,16464
2018-07-04,송산동,365,1167700,33586
2018-07-04,아라동,2501,4815250,143611
2018-07-04,안덕면,107,305850,9151
2018-07-04,알수없음,67,318900,9548
2018-07-04,애월읍,163,280300,8370
2018-07-04,연동,3966,7532250,224879
2018-07-04,영천동,261,1183800,35290
2018-07-04,예래동,157,621300,17493
2018-07-04,오라동,1037,2040600,60967
2018-07-04,외도동,1893,3661450,109360
2018-07-04,용담1동,689,1376200,41124
2018-07-04,용담2동,1372,2772650,82827
2018-07-04,이도1동,822,1751250,52344
2018-07-04,이도2동,4592,8816350,263243
2018-07-04,이호동,330,618200,18456
2018-07-04,일도1동,255,683000,20418
2018-07-04,일도2동,3241,5967850,178094
2018-07-04,정방동,279,925200,27693
2018-07-04,중문동,808,2040500,58354
2018-07-04,중앙동,417,1487500,44510
2018-07-04,천지동,301,948750,27808
2018-07-04,표선면,114,412350,12340
2018-07-04,화북동,2337,4041450,120649
2018-07-04,효돈동,142,496500,14402
2018-07-05,건입동,925,1799700,53752
2018-07-05,남원읍,464,1602400,47960
2018-07-05,노형동,5127,9541700,284956
2018-07-05,대륜동,800,1799850,52658
2018-07-05,대정읍,393,1334750,39939
2018-07-05,대천동,772,1469550,43458
2018-07-05,도두동,254,723450,21640
2018-07-05,동홍동,1784,3472700,102244
2018-07-05,봉개동,182,380700,11379
2018-07-05,삼도1동,1304,2573200,76866
2018-07-05,삼도2동,809,1514450,44276
2018-07-05,삼양동,1991,3803200,111887
2018-07-05,서홍동,674,1522650,45271
2018-07-05,성산읍,123,567050,16977
2018-07-05,송산동,307,999700,29185
2018-07-05,아라동,2414,4370800,130313
2018-07-05,안덕면,120,330450,9888
2018-07-05,알수없음,77,384150,11503
2018-07-05,애월읍,139,233400,6967
2018-07-05,연동,3947,7347450,219384
2018-07-05,영천동,250,851250,25344
2018-07-05,예래동,130,427700,12062
2018-07-05,오라동,1041,2059350,61519
2018-07-05,외도동,1866,3512750,104894
2018-07-05,용담1동,727,1618450,48379
2018-07-05,용담2동,1406,2714200,81083
2018-07-05,이도1동,888,1911000,57093
2018-07-05,이도2동,4720,8874600,264876
2018-07-05,이호동,318,665500,19889
2018-07-05,일도1동,275,767050,22947
2018-07-05,일도2동,3126,5806450,173109
2018-07-05,정방동,258,878550,26296
2018-07-05,중문동,733,1740600,50278
2018-07-05,중앙동,448,1684500,50428
2018-07-05,천지동,318,1174700,34578
2018-07-05,표선면,121,435650,13036
2018-07-05,화북동,2251,3928000,117282
2018-07-05,효돈동,134,343750,9911
2018-07-06,건입동,694,1315200,39286
2018-07-06,남원읍,314,1185900,35500
2018-07-06,노형동,3996,7512800,224408
2018-07-06,대륜동,691,1606650,46697
2018-07-06,대정읍,411,1783450,53399
2018-07-06,대천동,683,1418600,42180
2018-07-06,도두동,171,349850,10454
2018-07-06,동홍동,1521,3285850,96479
2018-07-06,봉개동,124,262250,7833
2018-07-06,삼도1동,1091,2088500,62372
2018-07-06,삼도2동,681,1304550,38106
2018-07-06,삼양동,1541,3110550,91828
2018-07-06,서홍동,537,1396150,41532
2018-07-06,성산읍,116,388100,11612
2018-07-06,송산동,250,704950,20357
2018-07-06,아라동,1747,3637250,108616
2018-07-06,안덕면,123,299400,8953
2018-07-06,알수없음,47,355800,10662
2018-07-06,애월읍,141,262400,7832
2018-07-06,연동,3007,5791350,172876
2018-07-06,영천동,156,720800,21424
2018-07-06,예래동,103,339050,9520
2018-07-06,오라동,835,1782500,53275
2018-07-06,외도동,1521,3042300,90886
2018-07-06,용담1동,553,1240900,37080
2018-07-06,용담2동,1065,2126250,63527
2018-07-06,이도1동,696,1579750,47214
2018-07-06,이도2동,3466,6641050,198311
2018-07-06,이호동,264,522650,15617
2018-07-06,일도1동,231,527750,15775
2018-07-06,일도2동,2617,5097800,151966
2018-07-06,정방동,222,793850,23765
2018-07-06,중문동,653,1561850,44839
2018-07-06,중앙동,353,1387750,41548
2018-07-06,천지동,263,882500,25572
2018-07-06,표선면,90,430000,12879
2018-07-06,화북동,1913,3445900,102883
2018-07-06,효돈동,104,295300,8596
2018-07-07,건입동,849,1751750,52340
2018-07-07,남원읍,416,1458700,43664
2018-07-07,노형동,4714,9287300,277452
2018-07-07,대륜동,788,2004850,58167
2018-07-07,대정읍,397,1414300,42333
2018-07-07,대천동,759,1691500,50262
2018-07-07,도두동,246,680300,20353
2018-07-07,동홍동,1709,3752150,110306
2018-07-07,봉개동,176,441550,13200
2018-07-07,삼도1동,1232,2522150,75350
2018-07-07,삼도2동,756,1465900,42883
2018-07-07,삼양동,1942,3928800,115976
2018-07-07,서홍동,610,1647900,49149
2018-07-07,성산읍,119,628550,18833
2018-07-07,송산동,334,1039000,29612
2018-07-07,아라동,2398,4805300,143412
2018-07-07,안덕면,116,358250,10721
2018-07-07,알수없음,73,470700,14105
2018-07-07,애월읍,158,347500,10385
2018-07-07,연동,3663,7300800,218052
2018-07-07,영천동,190,696900,20818
2018-07-07,예래동,121,359500,10551
2018-07-07,오라동,985,2046850,61167
2018-07-07,외도동,1751,3619650,108124
2018-07-07,용담1동,633,1263800,37753
2018-07-07,용담2동,1302,2468150,73710
2018-07-07,이도1동,775,1874100,56018
2018-07-07,이도2동,4177,8666500,258841
2018-07-07,이호동,321,633700,18934
2018-07-07,일도1동,244,687900,20576
2018-07-07,일도2동,2907,5982900,178641
2018-07-07,정방동,271,1012950,30325
2018-07-07,중문동,768,1809250,51954
2018-07-07,중앙동,420,1706300,51086
2018-07-07,천지동,314,1386100,40752
2018-07-07,표선면,117,471650,14119
2018-07-07,화북동,2172,3774850,112704
2018-07-07,효돈동,114,315200,8824
2018-07-08,건입동,909,1861700,55628
2018-07-08,남원읍,415,1437400,43014
2018-07-08,노형동,5034,10359450,309524
2018-07-08,대륜동,807,1877600,54422
2018-07-08,대정읍,338,1121650,33560
2018-07-08,대천동,696,1423400,42407
2018-07-08,도두동,270,650850,19461
2018-07-08,동홍동,1811,3863000,113382
2018-07-08,봉개동,210,537350,16067
2018-07-08,삼도1동,1395,2827100,84481
2018-07-08,삼도2동,785,1606650,47385
2018-07-08,삼양동,1942,4124150,121933
2018-07-08,서홍동,603,1501650,44658
2018-07-08,성산읍,102,440500,13191
2018-07-08,송산동,314,877750,25304
2018-07-08,아라동,2845,5635200,168187
2018-07-08,안덕면,94,283100,8469
2018-07-08,알수없음,58,379100,11361
2018-07-08,애월읍,118,226150,6752
2018-07-08,연동,4257,8407050,251108
2018-07-08,영천동,225,790000,23506
2018-07-08,예래동,123,447750,12844
2018-07-08,오라동,1238,2604550,77829
2018-07-08,외도동,2020,4111050,122835
2018-07-08,용담1동,736,1541750,46069
2018-07-08,용담2동,1470,2900450,86632
2018-07-08,이도1동,846,1862250,55653
2018-07-08,이도2동,5022,10264250,306448
2018-07-08,이호동,368,775950,23180
2018-07-08,일도1동,228,547200,16362
2018-07-08,일도2동,3319,6831900,203602
2018-07-08,정방동,298,920250,27542
2018-07-08,중문동,721,1696300,48505
2018-07-08,중앙동,363,1231250,36845
2018-07-08,천지동,286,994650,28910
2018-07-08,표선면,70,287700,8615
2018-07-08,화북동,2384,4397600,131337
2018-07-08,효돈동,155,411150,11860
2018-07-09,건입동,1007,1963450,58642
2018-07-09,남원읍,424,1654800,49542
2018-07-09,노형동,5396,10628400,317526
2018-07-09,대륜동,839,2024600,58555
2018-07-09,대정읍,431,1449050,43364
2018-07-09,대천동,818,1675700,49827
2018-07-09,도두동,240,645450,19301
2018-07-09,동홍동,1859,3940600,116474
2018-07-09,봉개동,193,442900,13243
2018-07-09,삼도1동,1358,2698700,80631
2018-07-09,삼도2동,884,1748550,51054
2018-07-09,삼양동,2065,4264150,125655
2018-07-09,서홍동,695,1743550,51920
2018-07-09,성산읍,145,545850,16335
2018-07-09,송산동,371,996800,28893
2018-07-09,아라동,2664,5244450,156503
2018-07-09,안덕면,148,390750,11688
2018-07-09,알수없음,69,378200,11331
2018-07-09,애월읍,162,304850,9107
2018-07-09,연동,4146,8090600,241583
2018-07-09,영천동,265,1063450,31550
2018-07-09,예래동,139,548100,15514
2018-07-09,오라동,1151,2374400,70931
2018-07-09,외도동,2011,3902350,116567
2018-07-09,용담1동,717,1516600,45293
2018-07-09,용담2동,1428,2829900,84526
2018-07-09,이도1동,861,1998050,59735
2018-07-09,이도2동,4891,10088050,301175
2018-07-09,이호동,363,743350,22216
2018-07-09,일도1동,274,625750,18706
2018-07-09,일도2동,3411,6881700,205262
2018-07-09,정방동,277,907950,27169
2018-07-09,중문동,788,1959800,56050
2018-07-09,중앙동,425,1622300,48569
2018-07-09,천지동,331,1269450,37351
2018-07-09,표선면,152,613700,18371
2018-07-09,화북동,2466,4443100,132695
2018-07-09,효돈동,166,465900,13562
2018-07-10,건입동,881,1686750,50385
2018-07-10,남원읍,425,1551600,46434
2018-07-10,노형동,5285,9954150,297333
2018-07-10,대륜동,824,1862700,54255
2018-07-10,대정읍,419,1571050,47026
2018-07-10,대천동,691,1402750,41523
2018-07-10,도두동,259,592100,17698
2018-07-10,동홍동,1776,3824400,112861
2018-07-10,봉개동,195,448100,13395
2018-07-10,삼도1동,1349,2577800,76996
2018-07-10,삼도2동,787,1649750,48577
2018-07-10,삼양동,1980,3972250,117414
2018-07-10,서홍동,653,1603650,47756
2018-07-10,성산읍,97,451150,13511
2018-07-10,송산동,341,1062650,30321
2018-07-10,아라동,2442,4749950,141665
2018-07-10,안덕면,131,363600,10878
2018-07-10,알수없음,74,317950,9523
2018-07-10,애월읍,150,322100,9623
2018-07-10,연동,4017,7747450,231385
2018-07-10,영천동,221,832000,24749
2018-07-10,예래동,127,493950,14131
2018-07-10,오라동,1053,2268800,67811
2018-07-10,외도동,1960,3974050,118740
2018-07-10,용담1동,725,1497250,44732
2018-07-10,용담2동,1399,2652600,79224
2018-07-10,이도1동,866,1979400,59152
2018-07-10,이도2동,4551,9124600,272557
2018-07-10,이호동,372,758300,22659
2018-07-10,일도1동,247,594650,17784
2018-07-10,일도2동,3205,6071450,181240
2018-07-10,정방동,260,886300,26526
2018-07-10,중문동,770,1972150,56836
2018-07-10,중앙동,424,1503400,44994
2018-07-10,천지동,328,1124850,32944
2018-07-10,표선면,105,423950,12692
2018-07-10,화북동,2327,4274200,127629
2018-07-10,효돈동,185,491450,14256
2018-07-11,건입동,881,1750200,52293
2018-07-11,남원읍,422,1504450,45040
2018-07-11,노형동,5317,10114200,302117
2018-07-11,대륜동,817,1915800,55854
2018-07-11,대정읍,476,1740900,52110
2018-07-11,대천동,725,1496550,44347
2018-07-11,도두동,259,568550,16993
2018-07-11,동홍동,1792,3655950,108060
2018-07-11,봉개동,188,433000,12940
2018-07-11,삼도1동,1336,2672350,79856
2018-07-11,삼도2동,882,1690200,49527
2018-07-11,삼양동,1934,3911300,115475
2018-07-11,서홍동,629,1602850,47784
2018-07-11,성산읍,132,493250,14759
2018-07-11,송산동,320,1022100,29262
2018-07-11,아라동,2541,4822850,143856
2018-07-11,안덕면,116,294550,8806
2018-07-11,알수없음,67,403250,12080
2018-07-11,애월읍,150,293450,8768
2018-07-11,연동,4031,7967500,237938
2018-07-11,영천동,252,875350,25888
2018-07-11,예래동,125,448850,12855
2018-07-11,오라동,1078,2164150,64661
2018-07-11,외도동,1886,3707450,110740
2018-07-11,용담1동,695,1588950,47496
2018-07-11,용담2동,1394,2658200,79394
2018-07-11,이도1동,847,1900450,56799
2018-07-11,이도2동,4824,9406750,280891
2018-07-11,이호동,388,845050,25252
2018-07-11,일도1동,270,653400,19532
2018-07-11,일도2동,3333,6649950,198233
2018-07-11,정방동,294,1117950,33466
2018-07-11,중문동,721,1752900,50689
2018-07-11,중앙동,399,1668950,49964
2018-07-11,천지동,332,1073950,31347
2018-07-11,표선면,101,446000,13359
2018-07-11,화북동,2292,4202550,125501
2018-07-11,효돈동,159,459800,13269
2018-07-12,건입동,918,1769550,52872
2018-07-12,남원읍,450,1518050,45427
2018-07-12,노형동,5409,10413000,311053
2018-07-12,대륜동,870,2106350,61425
2018-07-12,대정읍,437,1457550,43617
2018-07-12,대천동,735,1464150,43561
2018-07-12,도두동,278,720500,21550
2018-07-12,동홍동,1690,3505900,103336
2018-07-12,봉개동,177,393600,11764
2018-07-12,삼도1동,1452,2994200,89476
2018-07-12,삼도2동,838,1547850,45238
2018-07-12,삼양동,2060,4171300,123342
2018-07-12,서홍동,674,1536300,45692
2018-07-12,성산읍,126,656700,19672
2018-07-12,송산동,352,1226700,35403
2018-07-12,아라동,2579,5036700,150320
2018-07-12,안덕면,138,393400,11773
2018-07-12,알수없음,70,439400,13163
2018-07-12,애월읍,154,275400,8227
2018-07-12,연동,4076,7800250,232895
2018-07-12,영천동,258,925600,27527
2018-07-12,예래동,138,463400,13324
2018-07-12,오라동,1127,2375800,70986
2018-07-12,외도동,1907,3853300,115129
2018-07-12,용담1동,748,1538900,45984
2018-07-12,용담2동,1491,2994850,89478
2018-07-12,이도1동,915,2072050,61920
2018-07-12,이도2동,4882,9546400,285024
2018-07-12,이호동,374,786350,23496
2018-07-12,일도1동,264,628750,18807
2018-07-12,일도2동,3420,6677650,199044
2018-07-12,정방동,279,974100,29147
2018-07-12,중문동,728,1746900,50406
2018-07-12,중앙동,463,1647100,49295
2018-07-12,천지동,292,1068450,30950
2018-07-12,표선면,120,432150,12935
2018-07-12,화북동,2576,4679650,139758
2018-07-12,효돈동,165,482250,14036
2018-07-13,건입동,923,1891100,56499
2018-07-13,남원읍,450,1709450,51167
2018-07-13,노형동,4981,9507950,284027
2018-07-13,대륜동,805,1836750,53361
2018-07-13,대정읍,434,1500050,44897
2018-07-13,대천동,781,1595550,47318
2018-07-13,도두동,224,494600,14785
2018-07-13,동홍동,1765,3869850,113789
2018-07-13,봉개동,190,490050,14657
2018-07-13,삼도1동,1326,2697100,80571
2018-07-13,삼도2동,818,1563350,45960
2018-07-13,삼양동,1974,3928650,115955
2018-07-13,서홍동,654,1674900,49939
2018-07-13,성산읍,135,566750,16968
2018-07-13,송산동,323,1031550,29676
2018-07-13,아라동,2418,4788250,142939
2018-07-13,안덕면,147,419000,12529
2018-07-13,알수없음,61,242600,7264
2018-07-13,애월읍,173,284550,8495
2018-07-13,연동,3873,7702300,229968
2018-07-13,영천동,246,987900,29258
2018-07-13,예래동,129,490050,14095
2018-07-13,오라동,1023,2022850,60426
2018-07-13,외도동,1957,3716950,111027
2018-07-13,용담1동,724,1566500,46810
2018-07-13,용담2동,1417,2635450,78717
2018-07-13,이도1동,808,1792750,53567
2018-07-13,이도2동,4595,9197100,274695
2018-07-13,이호동,356,709600,21198
2018-07-13,일도1동,252,603850,18045
2018-07-13,일도2동,3257,6540800,194880
2018-07-13,정방동,265,916100,27422
2018-07-13,중문동,785,1939150,55826
2018-07-13,중앙동,406,1590000,47599
2018-07-13,천지동,338,1280200,37489
2018-07-13,표선면,144,586700,17559
2018-07-13,화북동,2308,4196600,125312
2018-07-13,효돈동,149,494100,14393
2018-07-14,건입동,902,1792600,53547
2018-07-14,남원읍,427,1736250,51983
2018-07-14,노형동,4965,9786950,292396
2018-07-14,대륜동,843,2082600,60248
2018-07-14,대정읍,414,1447000,43302
2018-07-14,대천동,753,1574050,46630
2018-07-14,도두동,253,623700,18645
2018-07-14,동홍동,1791,3782850,110962
2018-07-14,봉개동,170,361800,10816
2018-07-14,삼도1동,1292,2593800,77483
2018-07-14,삼도2동,802,1630000,47987
2018-07-14,삼양동,2019,4052650,119704
2018-07-14,서홍동,638,1617700,48150
2018-07-14,성산읍,113,587700,17600
2018-07-14,송산동,347,1535600,43907
2018-07-14,아라동,2472,5001150,149135
2018-07-14,안덕면,135,434850,13009
2018-07-14,알수없음,89,597400,17900
2018-07-14,애월읍,166,349500,10442
2018-07-14,연동,3919,7692400,229705
2018-07-14,영천동,237,1023300,30474
2018-07-14,예래동,131,449700,13069
2018-07-14,오라동,1067,2323400,69441
2018-07-14,외도동,1836,3750350,112056
2018-07-14,용담1동,694,1492200,44592
2018-07-14,용담2동,1502,3078000,91983
2018-07-14,이도1동,908,2162100,64644
2018-07-14,이도2동,4523,9189950,274487
2018-07-14,이호동,360,796200,23800
2018-07-14,일도1동,255,715550,21401
2018-07-14,일도2동,3207,6484950,193292
2018-07-14,정방동,271,897100,26849
2018-07-14,중문동,736,1884050,54063
2018-07-14,중앙동,452,1691800,50642
2018-07-14,천지동,328,1239300,36349
2018-07-14,표선면,95,341600,10224
2018-07-14,화북동,2397,4529500,135274
2018-07-14,효돈동,174,578850,16889
2018-07-15,건입동,996,2130800,63674
2018-07-15,남원읍,453,1708450,51145
2018-07-15,노형동,6015,12226700,365266
2018-07-15,대륜동,980,2296900,66526
2018-07-15,대정읍,474,1519450,45463
2018-07-15,대천동,838,1713300,50726
2018-07-15,도두동,289,672250,20098
2018-07-15,동홍동,1948,4548300,133716
2018-07-15,봉개동,250,604850,18086
2018-07-15,삼도1동,1566,3289450,98300
2018-07-15,삼도2동,937,1792400,52708
2018-07-15,삼양동,2310,5079200,149944
2018-07-15,서홍동,740,1952750,58115
2018-07-15,성산읍,84,416650,12479
2018-07-15,송산동,373,1360250,39444
2018-07-15,아라동,2914,5907000,176187
2018-07-15,안덕면,143,417600,12494
2018-07-15,알수없음,59,359450,10770
2018-07-15,애월읍,179,361750,10812
2018-07-15,연동,4526,9161600,273680
2018-07-15,영천동,277,1019800,30251
2018-07-15,예래동,169,666850,19337
2018-07-15,오라동,1227,2719450,81279
2018-07-15,외도동,2158,4638600,138613
2018-07-15,용담1동,779,1583700,47316
2018-07-15,용담2동,1679,3618550,108124
2018-07-15,이도1동,960,2045450,61118
2018-07-15,이도2동,5609,11968800,357448
2018-07-15,이호동,385,858050,25645
2018-07-15,일도1동,279,668900,20001
2018-07-15,일도2동,3967,8548850,255025
2018-07-15,정방동,238,752800,22532
2018-07-15,중문동,846,2005600,57510
2018-07-15,중앙동,393,1433650,42920
2018-07-15,천지동,339,1216000,35828
2018-07-15,표선면,93,534850,16020
2018-07-15,화북동,2770,5352950,159919
2018-07-15,효돈동,175,498950,14503
2018-07-16,건입동,998,2005550,59915
2018-07-16,남원읍,441,1585900,47463
2018-07-16,노형동,5713,11229550,335484
2018-07-16,대륜동,948,2398600,69706
2018-07-16,대정읍,483,1722800,51561
2018-07-16,대천동,836,1762550,52104
2018-07-16,도두동,280,694700,20777
2018-07-16,동홍동,1956,4335250,127808
2018-07-16,봉개동,205,432500,12923
2018-07-16,삼도1동,1439,2934450,87675
2018-07-16,삼도2동,908,1834350,54061
2018-07-16,삼양동,2156,4386350,129278
2018-07-16,서홍동,693,1689850,50313
2018-07-16,성산읍,146,617300,18481
2018-07-16,송산동,367,1360500,38868
2018-07-16,아라동,2700,5566350,166240
2018-07-16,안덕면,126,364350,10895
2018-07-16,알수없음,77,481150,14415
